Date,index_price
12/31/87,1.794844577190246
1/31/88,1.9714213866942223
2/29/88,1.978116156967142
3/31/88,2.1905360126776077
4/30/88,2.3074701368815522
5/31/88,2.37660755
6/30/88,2.4573396590769376
7/31/88,2.394879067790717
8/31/88,2.3307313226019377
9/30/88,2.481767493772497
10/31/88,2.465739531698188
11/30/88,2.4552037940300813
12/31/88,2.5204463944109468
1/31/89,2.4886776453946795
2/28/89,2.6790747581430203
3/31/89,2.946004043662754
4/30/89,3.5051160779032875
5/31/89,3.5523743356207063
6/30/89,3.121342410408469
7/31/89,3.3266546815932614
8/31/89,3.4038688953039857
9/30/89,3.832890595
10/31/89,3.8865743958935304
11/30/89,3.7054207327177187
12/31/89,4.157739514615433
1/31/90,4.294560516734645
2/28/90,4.462988731858178
3/31/90,3.8591671191998356
4/30/90,4.137565461567815
5/31/90,4.477419282258787
6/30/90,4.6321348848125865
7/31/90,5.040569716797998
8/31/90,4.397494853236506
9/30/90,3.835959778816765
10/31/90,3.7647403459938564
11/30/90,3.5682766585746117
12/31/90,3.719079499950137
1/31/91,4.019751863521046
2/28/91,4.614437717281491
3/31/91,4.804080995307413
4/30/91,4.854677663938405
5/31/91,5.235579580109719
6/30/91,5.048556775166495
7/31/91,5.310298959858147
8/31/91,5.422189570800189
9/30/91,5.214346568761558
10/31/91,5.427125393387462
11/30/91,5.346483026534305
12/31/91,5.947199558074108
1/31/92,6.635683989438515
2/29/92,6.930487211242013
3/31/92,7.164983655251919
4/30/92,7.115212615126432
5/31/92,7.089689925238788
6/30/92,6.386398026112562
7/31/92,6.455840562804051
8/31/92,6.154809230317704
9/30/92,6.175952499437005
10/31/92,6.506293644
11/30/92,6.4362049631295895
12/31/92,6.625399530011214
1/31/93,6.657437506
2/28/93,6.769076838415294
3/31/93,6.992929854
4/30/93,7.153747928198706
5/31/93,7.353065418495686
6/30/93,7.571103137732755
7/31/93,7.771084720523292
8/31/93,8.427261949498275
9/30/93,8.735490608739156
10/31/93,9.519263339
11/30/93,9.940513360973142
12/31/93,11.583639726053496
1/31/94,11.794390376307177
2/28/94,11.58457304523364
3/31/94,10.53629406992567
4/30/94,10.325543419671995
5/31/94,10.67893036847498
6/30/94,10.384575857815781
7/31/94,11.030271194459973
8/31/94,12.399270947266059
9/30/94,12.540184195021267
10/31/94,12.313979932957979
11/30/94,11.673722975382676
12/31/94,10.736132065150034
1/31/95,9.593892976226162
2/28/95,9.347837733139151
3/31/95,9.407229140198377
4/30/95,9.829250946
5/31/95,10.352160964751727
6/30/95,10.382781013238588
7/31/95,10.615841581586745
8/31/95,10.365783835092598
9/30/95,10.316587145231814
10/31/95,9.921667492912643
11/30/95,9.744731714
12/31/95,10.176930288680643
1/31/96,10.900324447071398
2/29/96,10.727014254697908
3/31/96,10.810564269766113
4/30/96,11.24279874084507
5/31/96,11.192596938021058
6/30/96,11.262488185856846
7/31/96,10.492769088928808
8/31/96,10.76134963145956
9/30/96,10.854573858798819
10/31/96,10.565083376943804
11/30/96,10.74210889759208
12/31/96,10.790695340296619
1/31/97,11.526725204510795
2/28/97,12.020361308575428
3/31/97,11.704612250556119
4/30/97,11.725288860085351
5/31/97,12.060870950682611
6/30/97,12.706332957531771
7/31/97,12.896012132449233
8/31/97,11.255003683969964
9/30/97,11.56685792925677
10/31/97,9.668881582661172
11/30/97,9.316086932568655
12/31/97,9.540586092283611
1/31/98,8.792315388052998
2/28/98,9.71001942
3/31/98,10.131395081757324
4/30/98,10.021030088705897
5/31/98,8.647740657360323
6/30/98,7.740626208048374
7/31/98,7.986053255533368
8/31/98,5.676967758532345
9/30/98,6.037085374499796
10/31/98,6.672801375294808
11/30/98,7.227767318562034
12/31/98,7.123020189
1/31/99,7.008096290759718
2/28/99,7.076264487801404
3/31/99,8.008847781663684
4/30/99,8.999709678947331
5/31/99,8.947354062630692
6/30/99,9.962805330621844
7/31/99,9.692160716827328
8/31/99,9.780341430904686
9/30/99,9.449354142425031
10/31/99,9.650556219528058
11/30/99,10.515868738637248
12/31/99,11.853279226884787
1/31/00,11.923924309442995
2/29/00,12.081403972645667
3/31/00,12.140364617006366
4/30/00,10.989546171003525
5/31/00,10.535217163179357
6/30/00,10.906319227959216
7/31/00,10.34541234914149
8/31/00,10.396278244459062
9/30/00,9.488517651099324
10/31/00,8.800571673108074
11/30/00,8.031103854420842
12/31/00,8.225000914094705
1/31/01,9.357583739193295
2/28/01,8.624874337446922
3/31/01,7.777743593904669
4/30/01,8.162055714772642
5/31/01,8.259479878
6/30/01,8.089938859661139
7/31/01,7.578731227185814
8/31/01,7.503975951
9/30/01,6.342514076
10/31/01,6.736123492
11/30/01,7.439397442658534
12/31/01,8.029901308554125
1/31/02,8.302017695
2/28/02,8.438407934322624
3/31/02,8.945989981
4/30/02,9.004053202824132
5/31/02,8.860591275769316
6/30/02,8.195852638161137
7/31/02,7.572503116502964
8/31/02,7.689185962466102
9/30/02,6.8595908504429985
10/31/02,7.304694357140407
11/30/02,7.807502116994482
12/31/02,7.548093230253176
1/31/03,7.515229626044822
2/28/03,7.312394240376553
3/31/03,7.105053794819536
4/30/03,7.737915992736816
5/31/03,8.443827629089355
6/30/03,8.798254967
7/31/03,9.297240257263184
8/31/03,10.039844512939453
9/30/03,9.974534034729004
10/31/03,10.890318870544434
11/30/03,11.095048904418945
12/31/03,12.091879844665527
1/31/04,12.38471794128418
2/29/04,12.874497413635254
3/31/04,12.945313453674316
4/30/04,11.676594734191895
5/31/04,11.813057899475098
6/30/04,11.922228813171387
7/31/04,11.488502502441406
8/31/04,11.894198417663574
9/30/04,12.724027633666992
10/31/04,13.086195945739746
11/30/04,14.388106346130371
12/31/04,15.070966720581055
1/31/05,14.99107551574707
2/28/05,16.44254493713379
3/31/05,15.141901969909668
4/30/05,14.95299243927002
5/31/05,15.42562198638916
6/30/05,16.037870407104492
7/31/05,17.269824981689453
8/31/05,17.49829864501953
9/30/05,19.01248550415039
10/31/05,17.807405471801758
11/30/05,18.837772369384766
12/31/05,19.987993240356445
1/31/06,22.825946807861328
2/28/06,21.947158813476562
3/31/06,22.422786712646484
4/30/06,23.883670806884766
5/31/06,21.22237777709961
6/30/06,21.26767921447754
7/31/06,21.765958786010742
8/31/06,22.11022377
9/30/06,21.91771697998047
10/31/06,23.46466064453125
11/30/06,24.868906021118164
12/31/06,26.226703643798828
1/31/07,26.256567001342773
2/28/07,25.406620025634766
3/31/07,26.76194190979004
4/30/07,27.758909225463867
5/31/07,29.164766311645508
6/30/07,30.237552642822266
7/31/07,30.453472137451172
8/31/07,30.770492553710938
9/30/07,34.331085205078125
10/31/07,38.40625
11/30/07,35.468196868896484
12/31/07,34.96926498413086
1/31/08,31.84924889
2/29/08,32.484432220458984
3/31/08,31.265268325805664
4/30/08,34.12236785888672
5/31/08,35.201934814453125
6/30/08,31.938888549804688
7/31/08,30.18097496032715
8/31/08,28.274810791015625
9/30/08,24.12360191345215
10/31/08,17.953271865844727
11/30/08,16.202421188354492
12/31/08,17.876697540283203
1/31/09,16.21575164794922
2/28/09,15.199134826660156
3/31/09,17.762149810791016
4/30/09,20.52562713623047
5/31/09,23.797420501708984
6/30/09,23.262096405029297
7/31/09,25.82432746887207
8/31/09,25.485105514526367
9/30/09,28.083406448364258
10/31/09,27.116256713867188
11/30/09,29.245437622070312
12/31/09,30.203466415405273
1/31/10,27.85997200012207
2/28/10,28.354862213134766
3/31/10,30.654701232910156
4/30/10,30.603757858276367
5/31/10,27.728960037231445
6/30/10,27.34113311767578
7/31/10,30.33020782470703
8/31/10,29.34849739074707
9/30/10,32.79910659790039
10/31/10,33.78812789916992
11/30/10,32.806434631347656
12/31/10,35.19401550292969
1/31/11,33.842105865478516
2/28/11,33.82733154296875
3/31/11,35.95492172241211
4/30/11,36.937461853027344
5/31/11,35.85149383544922
6/30/11,35.51612091064453
7/31/11,35.1505127
8/31/11,31.897361755371094
9/30/11,26.189401626586914
10/31/11,30.449848175048828
11/30/11,29.852941513061523
12/31/11,28.579769134521484
1/31/12,31.72097396850586
2/29/12,33.393287658691406
3/31/12,32.35374069213867
4/30/12,31.803836822509766
5/31/12,28.398977279663086
6/30/12,29.82897949
7/31/12,29.821352005004883
8/31/12,29.943315505981445
9/30/12,31.506052017211914
10/31/12,31.36883544921875
11/30/12,31.856698989868164
12/31/12,34.02412414550781
1/31/13,33.924373626708984
2/28/13,33.14953613
3/31/13,32.81196212768555
4/30/13,33.21090316772461
5/31/13,31.607505798339844
6/30/13,29.92417335510254
7/31/13,30.320560455322266
8/31/13,29.551088333129883
9/30/13,31.68075942993164
10/31/13,33.0020752
11/30/13,32.91658401489258
12/31/13,32.782745361328125
1/31/14,29.951509475708008
2/28/14,30.963233947753906
3/31/14,32.16315460205078
4/30/14,32.41413497924805
5/31/14,33.37094497680664
6/30/14,34.172454833984375
7/31/14,34.638832092285156
8/31/14,35.61902618408203
9/30/14,32.85235595703125
10/31/14,33.31873321533203
11/30/14,32.8049202
12/31/14,31.504690170288086
1/31/15,31.28818702697754
2/28/15,32.66737365722656
3/31/15,32.178245544433594
4/30/15,34.38332748413086
5/31/15,32.972068786621094
6/30/15,32.00571060180664
7/31/15,29.986162185668945
8/31/15,27.33652114868164
9/30/15,26.48023796081543
10/31/15,28.168575286865234
11/30/15,27.45769691467285
12/31/15,26.408857345581055
1/31/16,25.07979965209961
2/29/16,24.87470054626465
3/31/16,28.098892211914062
4/30/16,28.213748931884766
5/31/16,27.171836853027344
6/30/16,28.410625457763672
7/31/16,29.940305709838867
8/31/16,30.20489501953125
9/30/16,30.965599060058594
10/31/16,30.709278106689453
11/30/16,29.353242874145508
12/31/16,29.279077529907227
1/31/17,31.22766113
2/28/17,31.771265029907227
3/31/17,32.94208908081055
4/30/17,33.502418518066406
5/31/17,34.455806732177734
6/30/17,34.77508544921875
7/31/17,36.79992676
8/31/17,37.665306091308594
9/30/17,37.648502349853516
10/31/17,38.88357162475586
11/30/17,38.73234176635742
12/31/17,40.18927764892578
1/31/18,43.524166107177734
2/28/18,40.95690155029297
3/31/18,41.17865753173828
4/30/18,40.018699645996094
5/31/18,38.969608306884766
6/30/18,37.198184967041016
7/31/18,38.511653900146484
8/31/18,37.06081771850586
9/30/18,36.846195220947266
10/31/18,33.61829376220703
11/30/18,35.26658630371094
12/31/18,34.036170959472656
1/31/19,37.556549072265625
2/28/19,36.981441497802734
3/31/19,37.39970016479492
4/30/19,38.27980041503906
5/31/19,35.47394561767578
6/30/19,37.67608642578125
7/31/19,36.67512512207031
8/31/19,35.28785324
9/30/19,35.884910583496094
10/31/19,37.38633728027344
11/30/19,37.35121154785156
12/31/19,40.23856735229492
1/31/20,37.763450622558594
2/29/20,36.33756637573242
3/31/20,30.607128143310547
4/30/20,32.858055114746094
5/31/20,33.835540771484375
6/30/20,36.070350646972656
7/31/20,39.046897888183594
8/31/20,40.17438507080078
9/30/20,39.76849365234375
10/31/20,40.327720642089844
11/30/20,43.953697204589844
12/31/20,47.08735275268555
1/31/21,48.581905364990234
2/28/21,48.96465301513672
3/31/21,48.60924530029297
4/30/21,49.192481994628906
5/31/21,50.00355148
6/30/21,50.47878646850586
7/31/21,47.22946548461914
8/31/21,47.970855712890625
9/30/21,46.11280441
10/31/21,46.60706329345703
11/30/21,44.70323944091797
12/31/21,45.37695313
1/31/22,45.36766052246094
2/28/22,43.40767288208008
3/31/22,41.94001007080078
4/30/22,39.36695098876953
5/31/22,39.608455657958984
6/30/22,37.56558609008789
7/31/22,37.43443298339844
8/31/22,36.937931060791016
9/30/22,32.675506591796875
10/31/22,32.02911376953125
11/30/22,37.022247314453125
12/31/22,36.045780181884766
1/31/23,39.33650207519531
2/28/23,36.35963439941406
3/31/23,37.529457092285156
4/30/23,37.21560287475586
5/31/23,36.32159423828125
6/30/23,37.91933059692383
7/31/23,40.21020508
8/31/23,37.545501708984375
9/30/23,36.376102447509766
10/31/23,35.17794418334961
11/30/23,37.91933059692383
12/31/23,39.271278381347656
1/31/24,37.49376297
2/29/24,39.05641555786133
3/31/24,40.120967864990234
4/30/24,40.03306579589844
5/31/24,40.81439208984375
6/30/24,41.88292313
7/31/24,42.23694610595703
8/31/24,42.64997100830078
9/30/24,45.09863281
10/31/24,43.71204376220703
11/30/24,42.54179763793945
12/31/24,41.81999969482422
1/31/25,42.720001220703125
2/28/25,43.209999084472656
3/31/25,43.70000076293945
4/30/25,43.75999832
5/31/25,45.52000045776367
6/30/25,45.919898986816406